@DAVID.SUP.SHOP:2024_02.01:Tabela NCM 2022 com Utrib_Comércio Exterior_vigência 01112023 ou 01012024- v 30.10.23
07133329,1/1/2016,,KG,Quilograma
07133391,1/1/2016,,KG,Quilograma
07133399,1/1/2016,,KG,Quilograma
07133410,1/1/2016,,KG,Quilograma
07133490,1/1/2016,,KG,Quilograma
07133510,1/1/2016,,KG,Quilograma
07133590,1/1/2016,,KG,Quilograma
07133910,1/1/2016,,KG,Quilograma
07133990,1/1/2016,,KG,Quilograma
07134010,1/1/2016,,KG,Quilograma
07134090,1/1/2016,,KG,Quilograma
07135010,1/1/2016,,KG,Quilograma
07135090,1/1/2016,,KG,Quilograma
07136010,1/1/2016,,KG,Quilograma
07136090,1/1/2016,,KG,Quilograma
07139010,1/1/2016,,KG,Quilograma
07139090,1/1/2016,,KG,Quilograma
07141000,1/1/2016,,KG,Quilograma
07142000,1/1/2016,,KG,Quilograma
07143000,1/1/2016,,KG,Quilograma
07144000,1/1/2016,,KG,Quilograma
07145000,1/1/2016,,KG,Quilograma
07149000,1/1/2016,,KG,Quilograma
08011100,1/1/2016,,KG,Quilograma
08011200,1/1/2016,,KG,Quilograma
08011900,1/1/2016,,KG,Quilograma
08012100,1/1/2016,,KG,Quilograma
08012200,1/1/2016,,KG,Quilograma
08013100,1/1/2016,,KG,Quilograma
08013200,1/1/2016,,KG,Quilograma
08021100,1/1/2016,,KG,Quilograma
08021200,1/1/2016,,KG,Quilograma
08022100,1/1/2016,,KG,Quilograma
